sensor,timestamp,moisture,below_30,day_of_week,hour_of_day,month,year,time_of_day
sensor1,2024-01-02 22:32:54.190896,0.7,0,1,22,1,2024,evening
sensor2,2024-01-02 22:32:54.190896,0.99,0,1,22,1,2024,evening
sensor3,2024-01-02 22:32:54.190896,0.35,0,1,22,1,2024,evening
sensor4,2024-01-02 22:32:54.190896,0.62,0,1,22,1,2024,evening
sensor1,2024-01-02 22:32:55.199973,0.69,0,1,22,1,2024,evening
sensor2,2024-01-02 22:32:55.199973,0.24,1,1,22,1,2024,evening
sensor3,2024-01-02 22:32:55.199973,0.45,0,1,22,1,2024,evening
sensor4,2024-01-02 22:32:55.199973,0.51,0,1,22,1,2024,evening
sensor1,2024-01-02 22:32:56.211806,0.16,1,1,22,1,2024,evening
sensor2,2024-01-02 22:32:56.211806,0.31,0,1,22,1,2024,evening
sensor3,2024-01-02 22:32:56.211806,0.07,1,1,22,1,2024,evening
sensor4,2024-01-02 22:32:56.211806,0.83,0,1,22,1,2024,evening
sensor1,2024-01-02 22:32:57.220717,0.66,0,1,22,1,2024,evening
sensor2,2024-01-02 22:32:57.220717,0.2,1,1,22,1,2024,evening
sensor3,2024-01-02 22:32:57.220717,0.7,0,1,22,1,2024,evening
sensor4,2024-01-02 22:32:57.220717,0.26,1,1,22,1,2024,evening
sensor1,2024-01-02 22:32:58.229813,0.8,0,1,22,1,2024,evening
sensor2,2024-01-02 22:32:58.229813,0.15,1,1,22,1,2024,evening
sensor3,2024-01-02 22:32:58.229813,0.07,1,1,22,1,2024,evening
sensor4,2024-01-02 22:32:58.229813,0.82,0,1,22,1,2024,evening
sensor1,2024-01-02 22:32:59.238966,0.96,0,1,22,1,2024,evening
sensor2,2024-01-02 22:32:59.238966,0.83,0,1,22,1,2024,evening
sensor3,2024-01-02 22:32:59.238966,0.1,1,1,22,1,2024,evening
sensor4,2024-01-02 22:32:59.238966,0.52,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:00.247910,0.76,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:00.247910,0.48,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:00.247910,0.28,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:00.247910,0.29,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:01.256781,0.72,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:01.256781,0.2,1,1,22,1,2024,evening
sensor3,2024-01-02 22:33:01.256781,0.69,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:01.256781,0.56,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:02.268393,0.41,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:02.268393,0.32,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:02.268393,0.98,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:02.268393,0.02,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:03.279975,0.22,1,1,22,1,2024,evening
sensor2,2024-01-02 22:33:03.279975,0.06,1,1,22,1,2024,evening
sensor3,2024-01-02 22:33:03.279975,0.05,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:03.279975,0.2,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:04.289082,0.19,1,1,22,1,2024,evening
sensor2,2024-01-02 22:33:04.289082,0.69,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:04.289082,0.27,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:04.289082,0.38,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:05.297879,0.99,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:05.297879,0.33,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:05.297879,0.4,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:05.297879,0.07,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:06.307143,0.74,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:06.307143,0.7,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:06.307143,0.86,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:06.307143,0.83,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:07.318598,0.33,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:07.318598,0.69,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:07.318598,0.82,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:07.318598,0.51,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:08.328068,0.21,1,1,22,1,2024,evening
sensor2,2024-01-02 22:33:08.328068,0.54,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:08.328068,0.01,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:08.328068,0.38,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:09.338006,0.12,1,1,22,1,2024,evening
sensor2,2024-01-02 22:33:09.338006,0.92,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:09.338006,0.69,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:09.338006,0.7,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:10.348840,0.8,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:10.348840,0.92,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:10.348840,0.9,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:10.348840,0.57,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:11.364021,0.7,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:11.364021,0.77,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:11.364021,0.6,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:11.364021,0.75,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:12.373603,0.83,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:12.373603,0.05,1,1,22,1,2024,evening
sensor3,2024-01-02 22:33:12.373603,0.19,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:12.373603,0.14,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:13.384133,0.5,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:13.384133,0.55,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:13.384133,0.41,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:13.384133,0.89,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:14.395077,0.87,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:14.395077,0.77,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:14.395077,0.3,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:14.395077,0.8,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:15.404888,0.29,1,1,22,1,2024,evening
sensor2,2024-01-02 22:33:15.404888,0.48,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:15.404888,0.75,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:15.404888,0.15,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:16.414840,0.8,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:16.414840,0.57,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:16.414840,0.63,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:16.414840,0.51,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:17.423947,0.99,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:17.423947,0.06,1,1,22,1,2024,evening
sensor3,2024-01-02 22:33:17.423947,0.24,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:17.423947,0.15,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:18.433869,0.56,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:18.433869,0.15,1,1,22,1,2024,evening
sensor3,2024-01-02 22:33:18.433869,0.08,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:18.433869,0.47,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:19.443655,0.24,1,1,22,1,2024,evening
sensor2,2024-01-02 22:33:19.443655,0.32,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:19.443655,0.7,0,1,22,1,2024,evening
sensor4,2024-01-02 22:33:19.443655,0.78,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:20.452903,0.42,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:20.452903,0.37,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:20.452903,0.03,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:20.452903,0.44,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:21.461755,0.94,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:21.461755,0.13,1,1,22,1,2024,evening
sensor3,2024-01-02 22:33:21.461755,0.19,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:21.461755,0.07,1,1,22,1,2024,evening
sensor1,2024-01-02 22:33:22.470939,0.64,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:22.470939,0.89,0,1,22,1,2024,evening
sensor3,2024-01-02 22:33:22.470939,0.23,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:22.470939,0.88,0,1,22,1,2024,evening
sensor1,2024-01-02 22:33:23.482128,0.88,0,1,22,1,2024,evening
sensor2,2024-01-02 22:33:23.482128,0.24,1,1,22,1,2024,evening
sensor3,2024-01-02 22:33:23.482128,0.08,1,1,22,1,2024,evening
sensor4,2024-01-02 22:33:23.482128,0.36,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:25.513867,0.71,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:25.513867,0.23,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:25.513867,0.44,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:25.513867,0.6,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:26.526022,0.15,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:26.526022,0.3,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:26.526022,0.63,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:26.526022,0.1,1,1,22,1,2024,evening
sensor1,2024-01-02 22:53:27.537657,0.5,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:27.537657,0.54,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:27.537657,0.19,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:27.537657,0.93,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:28.547052,0.58,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:28.547052,0.45,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:28.547052,0.43,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:28.547052,0.32,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:29.556620,0.05,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:29.556620,0.32,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:29.556620,0.38,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:29.556620,0.51,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:30.568601,0.31,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:30.568601,0.53,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:30.568601,0.43,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:30.568601,0.67,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:31.581389,0.87,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:31.581389,0.3,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:31.581389,0.24,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:31.581389,0.86,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:32.591311,0.61,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:32.591311,0.3,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:32.591311,0.26,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:32.591311,0.95,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:33.611066,0.02,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:33.611066,0.39,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:33.611066,0.89,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:33.611066,0.22,1,1,22,1,2024,evening
sensor1,2024-01-02 22:53:34.619995,0.22,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:34.619995,0.26,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:34.619995,0.88,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:34.619995,0.7,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:35.631206,0.95,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:35.631206,0.27,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:35.631206,0.25,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:35.631206,0.56,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:36.641648,0.5,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:36.641648,0.35,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:36.641648,0.42,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:36.641648,0.48,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:37.654095,0.37,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:37.654095,0.53,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:37.654095,0.99,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:37.654095,0.86,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:38.663691,0.21,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:38.663691,0.42,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:38.663691,0.91,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:38.663691,0.28,1,1,22,1,2024,evening
sensor1,2024-01-02 22:53:39.673319,0.15,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:39.673319,0.88,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:39.673319,0.12,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:39.673319,0.43,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:40.683550,0.56,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:40.683550,0.17,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:40.683550,0.66,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:40.683550,0.72,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:41.692489,0.42,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:41.692489,0.95,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:41.692489,0.04,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:41.692489,0.42,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:42.701576,0.26,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:42.701576,0.78,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:42.701576,0.74,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:42.701576,0.09,1,1,22,1,2024,evening
sensor1,2024-01-02 22:53:43.710825,0.38,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:43.710825,0.72,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:43.710825,0.54,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:43.710825,0.57,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:44.720692,0.36,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:44.720692,0.09,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:44.720692,0.75,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:44.720692,0.97,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:45.730912,0.76,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:45.730912,0.84,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:45.730912,0.34,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:45.730912,0.82,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:46.739902,0.32,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:46.739902,0.22,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:46.739902,0.07,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:46.739902,0.97,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:47.749410,0.77,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:47.749410,0.97,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:47.749410,0.98,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:47.749410,0.57,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:48.759144,0.31,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:48.759144,0.4,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:48.759144,0.21,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:48.759144,0.24,1,1,22,1,2024,evening
sensor1,2024-01-02 22:53:49.769046,0.11,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:49.769046,0.52,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:49.769046,0.19,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:49.769046,0.83,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:50.778620,0.37,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:50.778620,0.56,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:50.778620,0.67,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:50.778620,0.48,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:51.788183,0.84,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:51.788183,0.23,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:51.788183,0.41,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:51.788183,0.9,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:52.797360,0.39,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:52.797360,0.63,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:52.797360,0.24,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:52.797360,0.27,1,1,22,1,2024,evening
sensor1,2024-01-02 22:53:53.806933,0.32,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:53.806933,0.22,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:53.806933,0.72,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:53.806933,0.98,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:54.815988,0.33,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:54.815988,0.07,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:54.815988,0.05,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:54.815988,0.73,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:55.825371,0.19,1,1,22,1,2024,evening
sensor2,2024-01-02 22:53:55.825371,0.98,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:55.825371,0.45,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:55.825371,0.35,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:56.834772,0.95,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:56.834772,0.44,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:56.834772,0.16,1,1,22,1,2024,evening
sensor4,2024-01-02 22:53:56.834772,0.89,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:57.844083,0.5,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:57.844083,0.29,1,1,22,1,2024,evening
sensor3,2024-01-02 22:53:57.844083,0.74,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:57.844083,0.72,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:58.853536,0.92,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:58.853536,0.42,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:58.853536,0.62,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:58.853536,0.36,0,1,22,1,2024,evening
sensor1,2024-01-02 22:53:59.862715,0.55,0,1,22,1,2024,evening
sensor2,2024-01-02 22:53:59.862715,0.65,0,1,22,1,2024,evening
sensor3,2024-01-02 22:53:59.862715,0.98,0,1,22,1,2024,evening
sensor4,2024-01-02 22:53:59.862715,0.29,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:00.872578,0.54,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:00.872578,0.7,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:00.872578,0.77,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:00.872578,0.93,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:01.885470,0.89,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:01.885470,0.57,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:01.885470,0.59,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:01.885470,0.68,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:02.894603,0.58,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:02.894603,0.02,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:02.894603,0.45,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:02.894603,0.06,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:03.904416,0.47,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:03.904416,0.1,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:03.904416,0.95,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:03.904416,1.0,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:04.913750,0.83,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:04.913750,0.32,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:04.913750,0.25,1,1,22,1,2024,evening
sensor4,2024-01-02 22:54:04.913750,0.8,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:05.923984,0.47,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:05.923984,0.09,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:05.923984,0.31,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:05.923984,0.2,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:06.933218,0.72,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:06.933218,0.57,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:06.933218,0.44,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:06.933218,0.78,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:07.941818,0.43,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:07.941818,0.5,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:07.941818,0.89,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:07.941818,0.59,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:08.951871,0.33,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:08.951871,0.76,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:08.951871,0.47,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:08.951871,0.88,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:09.961702,0.75,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:09.961702,0.42,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:09.961702,0.68,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:09.961702,0.92,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:10.973061,0.93,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:10.973061,0.68,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:10.973061,0.26,1,1,22,1,2024,evening
sensor4,2024-01-02 22:54:10.973061,0.32,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:11.984197,0.72,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:11.984197,0.15,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:11.984197,0.67,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:11.984197,0.36,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:12.993601,0.6,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:12.993601,0.82,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:12.993601,0.65,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:12.993601,0.23,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:14.004911,0.78,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:14.004911,0.98,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:14.004911,0.7,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:14.004911,0.27,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:15.013409,0.74,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:15.013409,0.59,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:15.013409,0.11,1,1,22,1,2024,evening
sensor4,2024-01-02 22:54:15.013409,0.18,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:16.022491,0.47,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:16.022491,0.73,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:16.022491,0.13,1,1,22,1,2024,evening
sensor4,2024-01-02 22:54:16.022491,0.48,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:17.031856,0.65,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:17.031856,0.14,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:17.031856,0.46,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:17.031856,0.21,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:18.041227,0.67,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:18.041227,0.35,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:18.041227,0.26,1,1,22,1,2024,evening
sensor4,2024-01-02 22:54:18.041227,0.91,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:19.053203,0.57,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:19.053203,0.91,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:19.053203,0.17,1,1,22,1,2024,evening
sensor4,2024-01-02 22:54:19.053203,0.01,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:20.064602,0.3,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:20.064602,0.79,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:20.064602,0.65,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:20.064602,0.98,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:21.075594,0.1,1,1,22,1,2024,evening
sensor2,2024-01-02 22:54:21.075594,0.33,0,1,22,1,2024,evening
sensor3,2024-01-02 22:54:21.075594,0.3,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:21.075594,0.05,1,1,22,1,2024,evening
sensor1,2024-01-02 22:54:22.084782,0.5,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:22.084782,0.29,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:22.084782,0.67,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:22.084782,0.36,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:23.097044,0.73,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:23.097044,0.19,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:23.097044,0.08,1,1,22,1,2024,evening
sensor4,2024-01-02 22:54:23.097044,0.57,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:24.107320,0.32,0,1,22,1,2024,evening
sensor2,2024-01-02 22:54:24.107320,0.08,1,1,22,1,2024,evening
sensor3,2024-01-02 22:54:24.107320,0.59,0,1,22,1,2024,evening
sensor4,2024-01-02 22:54:24.107320,0.83,0,1,22,1,2024,evening
sensor1,2024-01-02 22:54:25.121037,0.5,0,1,22,1,2024,evening
